setup,context,horizon,n,win_rate,expectancy,profit_factor
setup_h4_vol_compress,h4_up,M12_5,3518,0.5295622512791359,0.00014588853506977229,1.4591040244877787
setup_h4_vol_compress,h4_up,M12_10,3518,0.533826037521319,0.00016845620894601196,1.3422264977597154
setup_h4_vol_compress,h4_up,H1_1,3518,0.5295622512791359,0.00014588853506977229,1.4591040244877787
setup_h4_vol_compress,h4_up,H1_3,3518,0.5372370665150654,0.00016790363213907194,1.2689788318891624
setup_h4_vol_compress,h4_down,M12_2,3178,0.5018879798615481,1.6289881739105835e-05,1.0737231378263934
setup_h4_vol_compress,h4_down,M12_5,3178,0.5182504719949654,4.810831446602152e-05,1.1361256185102486
setup_h4_vol_compress,h4_down,M12_10,3178,0.5607300188797986,0.0001410420687705849,1.2725762292348965
setup_h4_vol_compress,h4_down,H1_1,3178,0.5182504719949654,4.810831446602152e-05,1.1361256185102486
setup_h4_vol_compress,h4_down,H1_3,3178,0.5742605412208936,0.00018265873503805845,1.2623334543070546
setup_h4_vol_compress,h1_up,M12_2,3561,0.499297950014041,2.4044171161567045e-05,1.1171877034966413
setup_h4_vol_compress,h1_up,M12_5,3561,0.5051951698960966,6.0713487964905515e-05,1.1834295036750833
setup_h4_vol_compress,h1_up,M12_10,3561,0.5037910699241785,4.124722267425101e-05,1.0823604605740764
setup_h4_vol_compress,h1_up,H1_1,3561,0.5051951698960966,6.0713487964905515e-05,1.1834295036750833
setup_h4_vol_compress,h1_up,H1_3,3561,0.5099691098006178,3.5513391517049396e-05,1.0565553710922535
setup_h4_vol_compress,h1_down,M12_2,3135,0.519298245614035,5.347039554044506e-05,1.2379548348329734
setup_h4_vol_compress,h1_down,M12_5,3135,0.5457735247208931,0.00014349193453296066,1.4194293764349033
setup_h4_vol_compress,h1_down,M12_10,3135,0.5952153110047846,0.0002851309577762527,1.5915549399278235
setup_h4_vol_compress,h1_down,H1_1,3135,0.5457735247208931,0.00014349193453296066,1.4194293764349033
setup_h4_vol_compress,h1_down,H1_3,3135,0.6057416267942584,0.000333203393352226,1.509740777350081
setup_h4_vol_compress,vol_low,M12_2,2210,0.5199095022624435,4.5587603212644123e-05,1.305025898316389
setup_h4_vol_compress,vol_low,M12_5,2210,0.5420814479638009,9.712153169604768e-05,1.4142776187787705
setup_h4_vol_compress,vol_low,M12_10,2210,0.5515837104072399,0.00017392139210191214,1.5097189703481515
