setup,mae,mfe,mfe_mae_ratio
setup_h4_bull_engulf,0.0009855743299565518,0.0057614419786017595,5.8457711442786335
setup_h4_bull_engulf,3.8746924462835525e-05,0.002184357866594445,56.375000000054
setup_h4_bull_engulf,0.0009900893992486792,0.003678861591326005,3.7156862745098342
setup_h4_bull_engulf,0.0005975367657952357,0.007496370334521853,12.54545454545422
setup_h4_bull_engulf,0.0019676698211076246,0.001470881895976496,0.7475247524752497
setup_h4_bull_engulf,0.0001434500225067959,0.004540935195215726,31.65517241379729
setup_h4_bull_engulf,0.00012840330490352018,0.004523747203524217,35.230769230770775
setup_h4_bull_engulf,0.001339272427852921,0.002693425660459749,2.0111111111111004
setup_h4_bull_engulf,0.0023030095592010543,0.009857467667408188,4.28025477707
setup_h4_bull_engulf,0.0002679501811144562,0.005552523197538855,20.72222222222372
setup_h4_bull_engulf,0.0028295438554168974,0.0031662746517097653,1.1190053285967732
setup_h4_bull_engulf,0.002489726130125695,0.00739418663946964,2.969879518072271
setup_h4_bull_engulf,0.00023792529145849105,0.0010855341422793513,4.5624999999999405
setup_h4_bull_engulf,9.912669382729063e-06,0.005694828560383031,574.500000000523
setup_h4_bull_engulf,0.0005122925584579815,0.0017339132747809121,3.3846153846154854
setup_h4_bull_engulf,0.00035052034992793916,0.006032899543829868,17.21126760563296
setup_h4_bull_engulf,0.002920483207221585,0.008019037223869157,2.7457912457911733
setup_h4_bull_engulf,0.00017522672918014991,0.0038171011815964313,21.78378378376329
setup_h4_bull_engulf,0.0007291406959295989,0.002667243707045415,3.6580645161286496
setup_h4_bull_engulf,0.0011859868244275971,0.001037738471374279,0.8750000000001109
setup_h4_bull_engulf,0.0,0.006406571603404553,inf
setup_h4_bull_engulf,0.0006671083170803145,0.0013434820274531916,2.0138888888885598
setup_h4_bull_engulf,0.0019733023795705166,0.005125943122460807,2.5976470588235205
setup_h4_bull_engulf,0.004342300360093126,0.01592790768352327,3.6680805938494956
setup_h4_bull_engulf,0.00046627149003737725,0.00641700367477337,13.762376237627075
setup_h4_bull_engulf,0.0011604125911433723,0.004717232793882326,4.065134099617417
setup_h4_bull_engulf,0.0008274882050437159,0.01982939012819568,23.96335078534213
setup_h4_bull_engulf,0.000498757369459881,0.00471474915062044,9.452991452990819
setup_h4_bull_engulf,0.0035938103299770455,0.0032840722495895915,0.9138134592680542
setup_h4_bull_engulf,0.0003226436400994097,0.013559523506287328,42.02631578948684
setup_h4_bull_engulf,0.003331218940479263,0.005692057584299048,1.708701134930546
setup_h4_bull_engulf,0.0025220680958385876,0.00961328289197137,3.8116666666666483
setup_h4_bull_engulf,0.0033058282622217385,0.006298472794338343,1.905263157894762
setup_h4_bull_engulf,0.0020178087898354903,0.0018225369714641993,0.9032258064515561
setup_h4_bull_engulf,0.0017767146379618522,0.0033280898584261065,1.8731707317073187
setup_h4_bull_engulf,0.0007836719142376931,0.0027363571812058,3.491712707182516
setup_h4_bull_engulf,0.0013941083767728556,0.008451240843045903,6.062111801242607
setup_h4_bull_engulf,0.000773679508606627,0.0022654703843178934,2.928176795580299
setup_h4_bull_engulf,0.004643732026839958,0.001537969964852541,0.33119266055046764
setup_h4_bull_engulf,0.008641584993149962,0.006904837179892553,0.7990243902439078
setup_h4_bull_engulf,8.720030345717499e-05,0.006574902880661993,75.39999999989678
setup_h4_bull_engulf,0.0005498163699234123,0.002942376667167762,5.351562499999092
setup_h4_bull_engulf,0.0007089242825899523,0.00270680180625322,3.81818181818277
